file_id,company,from_rel,to_rel,disposition,bucket,renamed,reason,ok
F00288,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Jon Levitt/For Signature/CIIAA - Cambium Carbon PBC (J. Levitt).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/CIIAA - Cambium Carbon PBC (J. Levitt).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00289,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Jon Levitt/For Signature/Offer Letter Consultant - Cambium Carbon PBC (J. Levitt).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Offer Letter Consultant - Cambium Carbon PBC (J. Levitt).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00290,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Jon Levitt/For Signature/Restricted Stock Purchase Agreement - Cambium Carbon PBC (J. Levitt).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Restricted Stock Purchase Agreement - Cambium Carbon PBC (J. Levitt).pdf,PLACED,02 Financing & Legal,False,moved,True
F00291,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Jon Levitt/Not Used/NSO Agreement - Cambium Carbon PBC - (J. Levit).docx,COMPANIES/Cambium/09_Commercial_and_Customers/NSO Agreement - Cambium Carbon PBC - (J. Levit).docx,PLACED,09 Commercial & Customers,False,moved,True
F00292,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Jon Levitt/Not Used/Offer Letter Consultant - Cambium Carbon PBC (J. Levit).docx,COMPANIES/Cambium/09_Commercial_and_Customers/Offer Letter Consultant - Cambium Carbon PBC (J. Levit).docx,PLACED,09 Commercial & Customers,False,moved,True
F00293,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Form I-9.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Form I-9.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00294,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Form NSO Agreement - Cambium Carbon PBC.docx,COMPANIES/Cambium/09_Commercial_and_Customers/Form NSO Agreement - Cambium Carbon PBC.docx,PLACED,09 Commercial & Customers,False,moved,True
F00295,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Form of Employee Offer Letter (Mcdonald).docx,COMPANIES/Cambium/09_Commercial_and_Customers/Form of Employee Offer Letter (Mcdonald).docx,PLACED,09 Commercial & Customers,False,moved,True
F00296,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Joe Form NSO.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Joe Form NSO.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00297,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Stock Plan - Cambium Carbon PBC.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Stock Plan - Cambium Carbon PBC__F00297.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00298,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Completed forms/Form of CIIAA - Cambium Carbon PBC.docx,COMPANIES/Cambium/09_Commercial_and_Customers/Form of CIIAA - Cambium Carbon PBC.docx,PLACED,09 Commercial & Customers,False,moved,True
F00299,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Completed forms/McDonald_Joseph_I9.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/McDonald_Joseph_I9.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00300,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Completed forms/McDonald_Joseph_Signed_Form of Employee Offer Letter.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/McDonald_Joseph_Signed_Form of Employee Offer Letter.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00301,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Joseph McDonald/Completed forms/SIGNED_Form of CIIAA - Cambium Carbon PBC - Joseph McDonald.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/SIGNED_Form of CIIAA - Cambium Carbon PBC - Joseph McDonald.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00302,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Najia Lupson/Accepted Offer (from Gusto)- Najia Lupson.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Accepted Offer (from Gusto)- Najia Lupson.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00303,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Najia Lupson/Form NSO _Najia Lupson 12_01_21.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Form NSO _Najia Lupson 12_01_21.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00304,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Najia Lupson/Najia NSO Agreement - Cambium Carbon PBC.docx,COMPANIES/Cambium/09_Commercial_and_Customers/Najia NSO Agreement - Cambium Carbon PBC.docx,PLACED,09 Commercial & Customers,False,moved,True
F00305,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/CIIAA - S. Reitsma (Cambium Carbon PBC).docx,COMPANIES/Cambium/09_Commercial_and_Customers/CIIAA - S. Reitsma (Cambium Carbon PBC).docx,PLACED,09 Commercial & Customers,False,moved,True
F00306,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/Employee Offer Letter - S. Reitsma.docx,COMPANIES/Cambium/09_Commercial_and_Customers/Employee Offer Letter - S. Reitsma.docx,PLACED,09 Commercial & Customers,False,moved,True
F00307,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/NSO Agreement - S. Reitsma (Cambium Carbon PBC).docx,COMPANIES/Cambium/09_Commercial_and_Customers/NSO Agreement - S. Reitsma (Cambium Carbon PBC).docx,PLACED,09 Commercial & Customers,False,moved,True
F00308,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/Stock Plan - Cambium Carbon PBC.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Stock Plan - Cambium Carbon PBC__F00308.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00309,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/Completed Forms/CIIAA - S. Reitsma (Cambium Carbon PBC).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/CIIAA - S. Reitsma (Cambium Carbon PBC).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00310,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/Completed Forms/Employee Offer Letter - S. Reitsma.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Employee Offer Letter - S. Reitsma.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00311,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Sofia Reitsma/Completed Forms/Signed_NSO Agreement - S_ Reitsma (Cambium Carbon PBC).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Signed_NSO Agreement - S_ Reitsma (Cambium Carbon PBC).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00312,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/CIIAA - Cambium Carbon PBC (J. Levitt).doc,COMPANIES/Cambium/09_Commercial_and_Customers/CIIAA - Cambium Carbon PBC (J. Levitt)__F00312.doc,PLACED,09 Commercial & Customers,False,moved,True
F00313,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/CIIAA - Cambium Carbon PBC (S. Levitt).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/CIIAA - Cambium Carbon PBC (S. Levitt).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00314,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/Offer Letter Consultant - Cambium Carbon PBC (S. Levitt) - signed.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Offer Letter Consultant - Cambium Carbon PBC (S. Levitt) - signed.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00315,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/Offer Letter Consultant - Cambium Carbon PBC (S. Levitt).pdf,COMPANIES/Cambium/14_Historical_Superseded/Offer Letter Consultant - Cambium Carbon PBC (S. Levitt).pdf,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00316,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/Restricted Stock Purchase Agreement - Cambium Carbon PBC (S. Levitt).docx,COMPANIES/Cambium/14_Historical_Superseded/Restricted Stock Purchase Agreement - Cambium Carbon PBC (S. Levitt).docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00317,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/Restricted Stock Purchase Agreement - Cambium Carbon PBC (S. Levitt).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Restricted Stock Purchase Agreement - Cambium Carbon PBC (S. Levitt).pdf,PLACED,02 Financing & Legal,False,moved,True
F00318,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Employees _ Contractors/Steve Levitt/v2 Offer Letter Consultant - Cambium Carbon PBC (S. Levitt).docx,COMPANIES/Cambium/14_Historical_Superseded/v2 Offer Letter Consultant - Cambium Carbon PBC (S. Levitt).docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00319,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/Stock Plan of Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Stock Plan of Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00320,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/Subscription Agreement - Cambium Carbon LLC - signed (1).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Subscription Agreement - Cambium Carbon LLC - signed (1)__F00320.pdf,PLACED,02 Financing & Legal,False,moved,True
F00321,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/CIIAAs/Christensen - CIIAA - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Christensen - CIIAA - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00322,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/CIIAAs/Hooker CIIAA - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Hooker CIIAA - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00323,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/CIIAAs/Repka - CIIAA - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Repka - CIIAA - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00324,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Christensen - 83(b).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Christensen - 83(b).pdf,PLACED,02 Financing & Legal,False,moved,True
F00325,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Christensen - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Christensen - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00326,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Hooker - 83(b).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Hooker - 83(b).pdf,PLACED,02 Financing & Legal,False,moved,True
F00327,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Hooker - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Hooker - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00328,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Repka - 83(b).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Repka - 83(b).pdf,PLACED,02 Financing & Legal,False,moved,True
F00329,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Founder Documents/RSPAs Executed/Repka - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Repka - Restricted Stock Purchase Agreement - Cambium Carbon PBC - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00330,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Blake_Alicia_OfferLetter_Signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Blake_Alicia_OfferLetter_Signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00331,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Charles Gale Offer Letter_Cambium Countersigned.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Charles Gale Offer Letter_Cambium Countersigned.pdf,PLACED,02 Financing & Legal,False,moved,True
F00332,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/LeClair_Aaron_Offer_Letter_Executed.docx,COMPANIES/Cambium/02_Financing_and_Legal/LeClair_Aaron_Offer_Letter_Executed.docx,PLACED,02 Financing & Legal,False,moved,True
F00333,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/LeClair_Aaron_Offer_Letter_Executed.pdf,COMPANIES/Cambium/14_Historical_Superseded/LeClair_Aaron_Offer_Letter_Executed.pdf,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00334,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Main_Natasha_signed_offer_letterCC.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Main_Natasha_signed_offer_letterCC.pdf,PLACED,02 Financing & Legal,False,moved,True
F00335,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/McDonald_Joseph_Signed_Form of Employee Offer Letter.pdf,COMPANIES/Cambium/02_Financing_and_Legal/McDonald_Joseph_Signed_Form of Employee Offer Letter.pdf,PLACED,02 Financing & Legal,False,moved,True
F00336,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Recio_Jeannie_Offer Letter signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Recio_Jeannie_Offer Letter signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00337,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Robin_Max_Signed Offer Letter.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Robin_Max_Signed Offer Letter.pdf,PLACED,02 Financing & Legal,False,moved,True
F00338,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Personnel (Individual Stock Issuances)/Offer Letters/Westpoint_Brian_Signed Cambium Carbon Offer Letter.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Westpoint_Brian_Signed Cambium Carbon Offer Letter.pdf,PLACED,02 Financing & Legal,False,moved,True
F00339,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/FINAL Convertible Promissory Note - S. Levitt (Cambium Carbon PBC) - signed.pdf,COMPANIES/Cambium/02_Financing_and_Legal/FINAL Convertible Promissory Note - S. Levitt (Cambium Carbon PBC) - signed.pdf,PLACED,02 Financing & Legal,False,moved,True
F00340,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/FormDReceipt_0475702.pdf,COMPANIES/Cambium/02_Financing_and_Legal/FormDReceipt_0475702.pdf,PLACED,02 Financing & Legal,False,moved,True
F00341,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Pro Forma (with Adjustment) - CC PBC.xlsx,COMPANIES/Cambium/02_Financing_and_Legal/Pro Forma (with Adjustment) - CC PBC.xlsx,PLACED,02 Financing & Legal,False,moved,True
F00342,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Board Consent - Cambium Carbon PBC (re. Note Financing).docx,COMPANIES/Cambium/14_Historical_Superseded/Board Consent - Cambium Carbon PBC (re. Note Financing).docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00343,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Board Consent - Cambium Carbon PBC (re. Note Financing).pdf,COMPANIES/Cambium/02_Financing_and_Legal/Board Consent - Cambium Carbon PBC (re. Note Financing).pdf,PLACED,02 Financing & Legal,False,moved,True
F00344,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/FINAL Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/FINAL Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00345,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/FINAL Convertible Promissory Note - Cambium Carbon PBC.pdf,COMPANIES/Cambium/02_Financing_and_Legal/FINAL Convertible Promissory Note - Cambium Carbon PBC.pdf,PLACED,02 Financing & Legal,False,moved,True
F00346,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/Investor Suitability Questionnaire - Cambium Carbon PBC.docx,COMPANIES/Cambium/02_Financing_and_Legal/Investor Suitability Questionnaire - Cambium Carbon PBC.docx,PLACED,02 Financing & Legal,False,moved,True
F00347,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/Term Sheet - Convertible Note Offering - Cambium Carbon PBC.docx,COMPANIES/Cambium/02_Financing_and_Legal/Term Sheet - Convertible Note Offering - Cambium Carbon PBC.docx,PLACED,02 Financing & Legal,False,moved,True
F00348,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/v1 Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/v1 Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00349,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/v2 Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/v2 Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00350,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/v3 Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/v3 Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00351,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/v4 Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/v4 Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00352,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Pre-Seed Investment Documents/Convertible Note/Drafts/v5 - Convertible Promissory Note - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/v5 - Convertible Promissory Note - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
